post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,featured,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,tax:woo-feed-brand,tax:fb_product_set,meta:attr_label_translations,meta:description,meta:fb_product_description,meta:fb_product_group_id,meta:fb_product_image,meta:fb_product_item_id,meta:fb_product_price,meta:fb_visibility,meta:rs_page_bg_color,meta:shop_iner_breadcrumbs,meta:shop_inner_footer,meta:shop_inner_navigator,meta:shop_inner_style,meta:shop_single_bg_cl,meta:total_sales,meta:wcml_sync_hash,meta:wd_additional_variation_images_data,meta:wd_page_css_files,meta:woo_feed_material_var,meta:woo_variation_gallery_images,meta:woodmart_fbt_bundles_id,meta:woodmart_history_of_visits,meta:woodmart_price_unit_of_measure,meta:woodmart_sguide_select,meta:woodmart_total_stock_quantity,meta:woodmart_wc_video_gallery,meta:wpaicg_generate_description,meta:wpaicg_generate_meta,meta:wpaicg_generate_short,meta:wpaicg_generate_tags,meta:wpaicg_generate_title,meta:wpaicg_product_description,meta:wpaicg_product_short,meta:wpaicg_product_tags,meta:wpaicg_product_title,meta:attribute_pa_brand,meta:attribute_pa_color,meta:attribute_pa_fabric,meta:attribute_pa_material,meta:attribute_pa_quantity,meta:attribute_pa_sizes,meta:attribute_pa_texture,meta:attribute_pa_thickness,meta:attribute_size,attribute:pa_brand,attribute_data:pa_brand,attribute_default:pa_brand,attribute:pa_color,attribute_data:pa_color,attribute_default:pa_color,attribute:pa_fabric,attribute_data:pa_fabric,attribute_default:pa_fabric,attribute:pa_material,attribute_data:pa_material,attribute_default:pa_material,attribute:pa_model,attribute_data:pa_model,attribute_default:pa_model,attribute:pa_sizes,attribute_data:pa_sizes,attribute_default:pa_sizes,attribute:pa_texture,attribute_data:pa_texture,attribute_default:pa_texture,attribute:pa_thickness,attribute_data:pa_thickness,attribute_default:pa_thickness,attribute:العدد,attribute_data:العدد,attribute_default:العدد
"نعال فاخر LMB02 - سكري, 6",lmb01-136-2,7820,7874,,"اللون: سكري, المقاس: 6",publish,,54,"2020-07-05 15:44:25",6,closed,0710500303006,710500301006-1,,no,no,0.000000,1240,,,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2023/03/IMG_0196_Website3.jpg ! alt :  ! title : IMG_0196_Website3 ! desc :  ! caption : ",,https://kalash.gallery/product/lmb02/,,,,,,,,,,,,,outofstock,,,,,,,,,,,3294677480646071,,,,,,,,,0,"{""taxonomies"":""bd418f18277236c748e044446be33dcc"",""postmeta_fields"":""7d1a1e3138af7d5a0b660a83d21163be""}",,,,,,,,,,,,,,,,,,,,,سكري,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال فاخر LMB02 - رمادي, 6",lmb01-137-2,7820,7875,,"اللون: رمادي, المقاس: 6",publish,,55,"2020-07-05 15:44:26",6,closed,0710500304006,710500301006-1,,no,no,null,1240,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2023/03/IMG_0269_Website3.jpg ! alt :  ! title : IMG_0269_Website3 ! desc :  ! caption : ",,https://kalash.gallery/product/lmb02/,,,,,,,,,,,,,,,,,,,,,,,,4420542911354143,,,,,,,,,0,"{""taxonomies"":""c7e1249ffc03eb9ded908c236bd1996d"",""postmeta_fields"":""255c169d7ef16845b5186c2db382cc06""}",,,,,,,,,,,,,,,,,,,,,رمادي,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال فاخر LMB02 - رمادي, 7",lmb01-138-2,7820,7876,,"اللون: رمادي, المقاس: 7",publish,,56,"2020-07-05 15:44:26",6,closed,0710500304007,710500301006-1,,no,no,null,1240,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2023/03/IMG_0269_Website3.jpg ! alt :  ! title : IMG_0269_Website3 ! desc :  ! caption : ",,https://kalash.gallery/product/lmb02/,,,,,,,,,,,,,,,,,,,,,,,,3652955251389923,,,,,,,,,0,"{""taxonomies"":""c7e1249ffc03eb9ded908c236bd1996d"",""postmeta_fields"":""3fb5f5c299c69b8772eb7b82f2f9e503""}",,,,,,,,,,,,,,,,,,,,,رمادي,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال فاخر LMB02 - رمادي, 7.5",lmb01-139-2,7820,7877,,"اللون: رمادي, المقاس: 7.5",publish,,57,"2020-07-05 15:44:26",6,closed,0710500304075,710500301006-1,,no,no,null,1240,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2023/03/IMG_0269_Website3.jpg ! alt :  ! title : IMG_0269_Website3 ! desc :  ! caption : ",,https://kalash.gallery/product/lmb02/,,,,,,,,,,,,,,,,,,,,,,,,3939471016082097,,,,,,,,,0,"{""taxonomies"":""c7e1249ffc03eb9ded908c236bd1996d"",""postmeta_fields"":""3c01a15d4f5a8fcbac75e6eeccf21897""}",,,,,,,,,,,,,,,,,,,,,رمادي,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال فاخر LMB02 - رمادي, 8",lmb01-140-2,7820,7878,,"اللون: رمادي, المقاس: 8",publish,,58,"2020-07-05 15:44:26",6,closed,0710500304008,710500301006-1,,no,no,null,1240,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2023/03/IMG_0269_Website3.jpg ! alt :  ! title : IMG_0269_Website3 ! desc :  ! caption : ",,https://kalash.gallery/product/lmb02/,,,,,,,,,,,,,,,,,,,,,,,,2868476199919339,,,,,,,,,0,"{""taxonomies"":""c7e1249ffc03eb9ded908c236bd1996d"",""postmeta_fields"":""8076c6a4f65a040d12aea1dd9d95c41b""}",,,,,,,,,,,,,,,,,,,,,رمادي,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال فاخر LMB02 - رمادي, 8.5",lmb01-141-2,7820,7879,,"اللون: رمادي, المقاس: 8.5",publish,,59,"2020-07-05 15:44:26",6,closed,0710500304085,710500301006-1,,no,no,null,1240,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2023/03/IMG_0269_Website3.jpg ! alt :  ! title : IMG_0269_Website3 ! desc :  ! caption : ",,https://kalash.gallery/product/lmb02/,,,,,,,,,,,,,,,,,,,,,,,,3370984986332530,,,,,,,,,0,"{""taxonomies"":""c7e1249ffc03eb9ded908c236bd1996d"",""postmeta_fields"":""d295bcd6891c40e6891dd5b55a204a54""}",,,,,,,,,,,,,,,,,,,,,رمادي,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال فاخر LMB02 - رمادي, 9",lmb01-142-2,7820,7880,,"اللون: رمادي, المقاس: 9",publish,,60,"2020-07-05 15:44:26",6,closed,0710500304009,710500301006-1,,no,no,null,1240,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2023/03/IMG_0269_Website3.jpg ! alt :  ! title : IMG_0269_Website3 ! desc :  ! caption : ",,https://kalash.gallery/product/lmb02/,,,,,,,,,,,,,,,,,,,,,,,,3041822565923898,,,,,,,,,0,"{""taxonomies"":""c7e1249ffc03eb9ded908c236bd1996d"",""postmeta_fields"":""f96acc2864f639e72f79af584c0132c7""}",,,,,,,,,,,,,,,,,,,,,رمادي,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال فاخر LMB02 - رمادي, 10",lmb01-143-2,7820,7881,,"اللون: رمادي, المقاس: 10",publish,,61,"2020-07-05 15:44:26",6,closed,0710500304010,710500301006-1,,no,no,null,1240,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2023/03/IMG_0269_Website3.jpg ! alt :  ! title : IMG_0269_Website3 ! desc :  ! caption : ",,https://kalash.gallery/product/lmb02/,,,,,,,,,,,,,,,,,,,,,,,,3325224160898637,,,,,,,,,0,"{""taxonomies"":""c7e1249ffc03eb9ded908c236bd1996d"",""postmeta_fields"":""4ebd4d1c7f68213c6021b40697fcf9cf""}",,,,,,,,,,,,,,,,,,,,,رمادي,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال فاخر LMB02 - رمادي, 11",lmb01-144-2,7820,7882,,"اللون: رمادي, المقاس: 11",publish,,62,"2020-07-05 15:44:26",6,closed,0710500304011,710500301006-1,,no,no,null,1240,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2023/03/IMG_0269_Website3.jpg ! alt :  ! title : IMG_0269_Website3 ! desc :  ! caption : ",,https://kalash.gallery/product/lmb02/,,,,,,,,,,,,,,,,,,,,,,,,3323009621127841,,,,,,,,,0,"{""taxonomies"":""c7e1249ffc03eb9ded908c236bd1996d"",""postmeta_fields"":""217531a665fe57a75d8d9846607d8f0b""}",,,,,,,,,,,,,,,,,,,,,رمادي,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال فاخر LMB02 - رمادي, 12",lmb01-145-2,7820,7883,,"اللون: رمادي, المقاس: 12",publish,,63,"2020-07-05 15:44:27",6,closed,0710500304012,710500301006-1,,no,no,null,1240,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2023/03/IMG_0269_Website3.jpg ! alt :  ! title : IMG_0269_Website3 ! desc :  ! caption : ",,https://kalash.gallery/product/lmb02/,,,,,,,,,,,,,,,,,,,,,,,,3658887474162990,,,,,,,,,0,"{""taxonomies"":""c7e1249ffc03eb9ded908c236bd1996d"",""postmeta_fields"":""98e9594458f364fd0d00b9b981c51984""}",,,,,,,,,,,,,,,,,,,,,رمادي,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال كلاسيكي LMT01",lmt01,,7938,,"<p style=""color: #bd9a4f; font-size: 13pt; font-family: GE_Hili_Book;"" align=""right"">يأتيك هذا النعال الكلاسيكي المصنوع من جلد النابه بتصميم مستوحى من جلد الغزال و الأحذية التقليدية بالمنطقة العربية يجمع بين الجودة البراعة ويناسب مختلف الأوقات</p>
&nbsp;",publish,,0,"2020-07-05 17:19:34",6,open,710500701006-1,,,no,no,null,920,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2023/03/DSC_9524_Website3.jpg ! alt :  ! title : DSC_9524_Website3 ! desc :  ! caption :  | https://kalash.gallery/wp-content/uploads/2023/03/8U7A0375.jpg ! alt :  ! title : 8U7A0375 ! desc :  ! caption :  | https://kalash.gallery/wp-content/uploads/2023/03/8U7A0361.jpg ! alt :  ! title : 8U7A0361 ! desc :  ! caption :  | https://kalash.gallery/wp-content/uploads/2023/03/DSC_9574_Website2.jpg ! alt :  ! title : DSC_9574_Website2 ! desc :  ! caption :  | https://kalash.gallery/wp-content/uploads/2023/03/8U7A0321.jpg ! alt :  ! title : 8U7A0321 ! desc :  ! caption :  | https://kalash.gallery/wp-content/uploads/2023/03/8U7A0332.jpg ! alt :  ! title : 8U7A0332 ! desc :  ! caption :  | https://kalash.gallery/wp-content/uploads/2023/03/DSC_9673_Website3.jpg ! alt :  ! title : DSC_9673_Website3 ! desc :  ! caption : ",,https://kalash.gallery/product/lmt01/,,,,,,,,,30,,,variable,rated-5,"جميع المنتجات > نعال إيطالي",,,,,[],,,3246572702122410,,,,,,default,default,default,style_one,#000000,0,,,"[""widget-tag-cloud"",""widget-wd-layered-nav"",""woo-mod-swatches-base"",""woo-mod-swatches-filter"",""widget-layered-nav-stock-status"",""widget-product-list"",""widget-slider-price-filter"",""widget-woo-other"",""wpcf7"",""revolution-slider"",""woo-stripe"",""elementor-base"",""woo-extra-prod-opt"",""woocommerce-base"",""mod-star-rating"",""woo-el-track-order"",""woocommerce-block-notices"",""woo-mod-quantity"",""woo-opt-free-progress-bar"",""woo-mod-progress-bar"",""woo-single-prod-el-base"",""woo-mod-stock-status"",""woo-mod-shop-attributes"",""header-base"",""mod-tools"",""header-elements-base"",""social-icons"",""header-mobile-nav-dropdown"",""header-cart-side"",""header-cart"",""widget-shopping-cart"",""woo-single-prod-builder"",""woo-el-breadcrumbs-builder"",""woo-single-prod-el-navigation"",""woo-single-prod-el-gallery"",""woo-single-prod-el-gallery-opt-thumb-left-desktop"",""swiper"",""swiper-arrows"",""photoswipe"",""woo-mod-variation-form"",""woo-mod-variation-form-single"",""woo-mod-swatches-style-4"",""woo-mod-swatches-dis-2"",""woo-mod-swatches-style-2"",""woo-mod-product-count"",""woo-opt-visits-count"",""section-title"",""text-block"",""list"",""woo-single-prod-el-reviews"",""woo-single-prod-el-reviews-style-1"",""mod-comments"",""woo-single-prod-opt-rating-summary"",""product-loop"",""product-loop-base"",""woo-mod-add-btn-replace"",""mod-more-description"",""woo-opt-products-bg"",""woo-opt-stretch-cont"",""woo-opt-grid-gallery"",""woo-mod-product-labels"",""woo-mod-product-labels-round"",""mfp-popup"",""product-loop-info"",""woo-opt-products-shadow"",""widget-collapse"",""footer-base"",""info-box"",""mod-nav-menu-label"",""scroll-top"",""wd-search-results"",""wd-search-form"",""header-my-account-sidebar"",""woo-mod-login-form"",""bottom-toolbar"",""header-my-account""]",,,,"[1725491098,1725491098,1725491098,1725491098,1725491098,1725491098,1725491098,1725491098,1725491098,1725491098,1725491098,1725491098,1725491098,1725491098]",,none,,,,,,,,,,,,,,,,,,,,,"بلينو تيسوتي",0|1|0,,أبيض|أخضر|أسود|بني|زيتوني|كحلي|كوفي|هافان,1|1|1,,,,,,,,,,,10|11|12|6|7|7.5|8|8.5|9,2|1|1,6,,,,,,,,,
"نعال كلاسيكي LMT01 - هافان, 6",lmb01-201-2,7938,7992,,"اللون: هافان, المقاس: 6",publish,,1,"2020-07-05 17:19:34",6,closed,0710500701006,710500701006-1,,no,no,0.000000,920,,,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2023/03/8U7A0361.jpg ! alt :  ! title : 8U7A0361 ! desc :  ! caption : ",,https://kalash.gallery/product/lmt01/,,,,,,,,,,,,,outofstock,,,,,,,,,,,3869662736381489,,,,,,,,,0,"{""taxonomies"":""bd418f18277236c748e044446be33dcc"",""postmeta_fields"":""d896b3254bf70091564785dc2642c201""}",,,,,,,,,,,,,,,,,,,,,هافان,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال كلاسيكي LMT01 - هافان, 7",lmb01-202-2,7938,7993,,"اللون: هافان, المقاس: 7",publish,,2,"2020-07-05 17:19:34",6,closed,0710500701007,710500701006-1,,no,no,0.000000,920,,,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2023/03/8U7A0361.jpg ! alt :  ! title : 8U7A0361 ! desc :  ! caption : ",,https://kalash.gallery/product/lmt01/,,,,,,,,,,,,,outofstock,,,,,,,,,,,5169146116444533,,,,,,,,,0,"{""taxonomies"":""bd418f18277236c748e044446be33dcc"",""postmeta_fields"":""d6af6290835a2788ae74fc3d94dc48ad""}",,,,,,,,,,,,,,,,,,,,,هافان,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال كلاسيكي LMT01 - هافان, 7.5",lmb01-203-2,7938,7994,,"اللون: هافان, المقاس: 7.5",publish,,3,"2020-07-05 17:19:34",6,closed,0710500701075,710500701006-1,,no,no,0.000000,920,,,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2023/03/8U7A0361.jpg ! alt :  ! title : 8U7A0361 ! desc :  ! caption : ",,https://kalash.gallery/product/lmt01/,,,,,,,,,,,,,outofstock,,,,,,,,,,,3011165205655089,,,,,,,,,0,"{""taxonomies"":""bd418f18277236c748e044446be33dcc"",""postmeta_fields"":""a2d66308be1417d6abd26e5b476d4013""}",,,,,,,,,,,,,,,,,,,,,هافان,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال كلاسيكي LMT01 - هافان, 8",lmb01-204-2-2,7938,24101,,"اللون: هافان, المقاس: 8",publish,,4,"2023-03-05 02:38:58",6,closed,0710500701008,710500701006-1,,no,no,0,920,,,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2023/03/8U7A0361.jpg ! alt :  ! title : 8U7A0361 ! desc :  ! caption : ",,https://kalash.gallery/product/lmt01/,,,,,,,,,,,,,outofstock,,,,,,,,,,,6284502754917132,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,هافان,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال كلاسيكي LMT01 - هافان, 8.5",lmb01-205-2,7938,7996,,"اللون: هافان, المقاس: 8.5",publish,,5,"2020-07-05 17:19:35",6,closed,0710500701085,710500701006-1,,no,no,0.000000,920,,,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2023/03/8U7A0361.jpg ! alt :  ! title : 8U7A0361 ! desc :  ! caption : ",,https://kalash.gallery/product/lmt01/,,,,,,,,,,,,,outofstock,,,,,,,,,,,3308608182541655,,,,,,,,,0,"{""taxonomies"":""bd418f18277236c748e044446be33dcc"",""postmeta_fields"":""6c97ec82a952c0861dfe328ed0786b17""}",,,,,,,,,,,,,,,,,,,,,هافان,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال كلاسيكي LMT01 - هافان, 9",lmb01-206-2,7938,7997,,"اللون: هافان, المقاس: 9",publish,,6,"2020-07-05 17:19:35",6,closed,0710500701009,710500701006-1,,no,no,0.000000,920,,,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2023/03/8U7A0361.jpg ! alt :  ! title : 8U7A0361 ! desc :  ! caption : ",,https://kalash.gallery/product/lmt01/,,,,,,,,,,,,,outofstock,,,,,,,,,,,3852444938117140,,,,,,,,,0,"{""taxonomies"":""bd418f18277236c748e044446be33dcc"",""postmeta_fields"":""b5d51ecc73a40fcfa024aa48835941e9""}",,,,,,,,,,,,,,,,,,,,,هافان,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال كلاسيكي LMT01 - هافان, 10",lmb01-207-2,7938,7998,,"اللون: هافان, المقاس: 10",publish,,7,"2020-07-05 17:19:35",6,closed,0710500701010,710500701006-1,,no,no,0.000000,920,,,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2023/03/8U7A0361.jpg ! alt :  ! title : 8U7A0361 ! desc :  ! caption : ",,https://kalash.gallery/product/lmt01/,,,,,,,,,,,,,outofstock,,,,,,,,,,,3394884920592935,,,,,,,,,0,"{""taxonomies"":""bd418f18277236c748e044446be33dcc"",""postmeta_fields"":""25f02e5329c27bbbc7004ad3b20c7027""}",,,,,,,,,,,,,,,,,,,,,هافان,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال كلاسيكي LMT01 - هافان, 11",lmb01-208-2,7938,7999,,"اللون: هافان, المقاس: 11",publish,,8,"2020-07-05 17:19:35",6,closed,0710500701011,710500701006-1,,no,no,0.000000,920,,,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2023/03/8U7A0361.jpg ! alt :  ! title : 8U7A0361 ! desc :  ! caption : ",,https://kalash.gallery/product/lmt01/,,,,,,,,,,,,,outofstock,,,,,,,,,,,3331367453613042,,,,,,,,,0,"{""taxonomies"":""bd418f18277236c748e044446be33dcc"",""postmeta_fields"":""381c2c0996bcfd0f33d4f3172ab83644""}",,,,,,,,,,,,,,,,,,,,,هافان,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال كلاسيكي LMT01 - هافان, 12",lmb01-209-2,7938,8000,,"اللون: هافان, المقاس: 12",publish,,9,"2020-07-05 17:19:35",6,closed,0710500701012,710500701006-1,,no,no,0.000000,920,,,,,,parent,outofstock,no,no,,yes,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2023/03/8U7A0361.jpg ! alt :  ! title : 8U7A0361 ! desc :  ! caption : ",,https://kalash.gallery/product/lmt01/,,,,,,,,,,,,,outofstock,,,,,,,,,,,3525155804207933,,,,,,,,,0,"{""taxonomies"":""bd418f18277236c748e044446be33dcc"",""postmeta_fields"":""59de2435c1adf92cab40564305036067""}",,,,,,,,,,,,,,,,,,,,,هافان,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال كلاسيكي LMT01 - أسود, 6",lmb01-210-2,7938,8001,,"اللون: أسود, المقاس: 6",publish,,10,"2020-07-05 17:19:35",6,closed,0710500702006,710500701006-1,,no,no,null,920,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2023/03/8U7A0375.jpg ! alt :  ! title : 8U7A0375 ! desc :  ! caption : ",,https://kalash.gallery/product/lmt01/,,,,,,,,,,,,,,,,,,,,,,,,4558956190844395,,,,,,,,,0,"{""taxonomies"":""c7e1249ffc03eb9ded908c236bd1996d"",""postmeta_fields"":""e6f4de6a5461c16134489929a9a693eb""}",,,,,,,,,,,,,,,,,,,,,أسود,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال كلاسيكي LMT01 - أسود, 7",lmb01-211-2,7938,8002,,"اللون: أسود, المقاس: 7",publish,,11,"2020-07-05 17:19:35",6,closed,0710500702007,710500701006-1,,no,no,null,920,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2023/03/8U7A0375.jpg ! alt :  ! title : 8U7A0375 ! desc :  ! caption : ",,https://kalash.gallery/product/lmt01/,,,,,,,,,,,,,,,,,,,,,,,,2775456205890988,,,,,,,,,0,"{""taxonomies"":""c7e1249ffc03eb9ded908c236bd1996d"",""postmeta_fields"":""e3902d53f32ca440199c21d7cbe51fee""}",,,,,,,,,,,,,,,,,,,,,أسود,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال كلاسيكي LMT01 - أسود, 7.5",lmb01-212-2,7938,8003,,"اللون: أسود, المقاس: 7.5",publish,,12,"2020-07-05 17:19:35",6,closed,0710500702075,710500701006-1,,no,no,null,920,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2023/03/8U7A0375.jpg ! alt :  ! title : 8U7A0375 ! desc :  ! caption : ",,https://kalash.gallery/product/lmt01/,,,,,,,,,,,,,,,,,,,,,,,,3676423232390030,,,,,,,,,0,"{""taxonomies"":""c7e1249ffc03eb9ded908c236bd1996d"",""postmeta_fields"":""f4415f16edddbd9a0a7f2320ff4265e9""}",,,,,,,,,,,,,,,,,,,,,أسود,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال كلاسيكي LMT01 - أسود, 10",lmb01-216-2,7938,8007,,"اللون: أسود, المقاس: 10",publish,,13,"2020-07-05 17:19:36",6,closed,0710500702010,710500701006-1,,no,no,null,920,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2023/03/edited-image-sample-1.jpeg ! alt :  ! title : edited image sample 1 ! desc :  ! caption : ",,https://kalash.gallery/product/lmt01/,,,,,,,,,,,,,,,,,,,,,,,,3522251597830113,,,,,,,,,0,"{""taxonomies"":""c7e1249ffc03eb9ded908c236bd1996d"",""postmeta_fields"":""7be532f80b85dc35dee3396a84288bef""}",,,,,,,,,,,,,,,,,,,,,أسود,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال كلاسيكي LMT01 - أسود, 8",lmb01-213-2,7938,8004,,"اللون: أسود, المقاس: 8",publish,,14,"2020-07-05 17:19:35",6,closed,0710500702008,710500701006-1,,no,no,null,920,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2023/03/8U7A0375.jpg ! alt :  ! title : 8U7A0375 ! desc :  ! caption : ",,https://kalash.gallery/product/lmt01/,,,,,,,,,,,,,,,,,,,,,,,,3462347827185016,,,,,,,,,0,"{""taxonomies"":""c7e1249ffc03eb9ded908c236bd1996d"",""postmeta_fields"":""b13340f69a912f36cc4d71d2292fd5d9""}",,,,,,,,,,,,,,,,,,,,,أسود,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال كلاسيكي LMT01 - أسود, 11",lmb01-217-2,7938,8008,,"اللون: أسود, المقاس: 11",publish,,15,"2020-07-05 17:19:36",6,closed,0710500702011,710500701006-1,,no,no,null,920,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2023/03/edited-image-sample-1.jpeg ! alt :  ! title : edited image sample 1 ! desc :  ! caption : ",,https://kalash.gallery/product/lmt01/,,,,,,,,,,,,,,,,,,,,,,,,3457769887615546,,,,,,,,,0,"{""taxonomies"":""c7e1249ffc03eb9ded908c236bd1996d"",""postmeta_fields"":""f9edaf9b7fce945331c327203c1cf15b""}",,,,,,,,,,,,,,,,,,,,,أسود,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال كلاسيكي LMT01 - أسود, 12",lmb01-218-2,7938,8009,,"اللون: أسود, المقاس: 12",publish,,16,"2020-07-05 17:19:36",6,closed,0710500702012,710500701006-1,,no,no,null,920,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2023/03/8U7A0375.jpg ! alt :  ! title : 8U7A0375 ! desc :  ! caption : ",,https://kalash.gallery/product/lmt01/,,,,,,,,,,,,,,,,,,,,,,,,3450422315037802,,,,,,,,,0,"{""taxonomies"":""c7e1249ffc03eb9ded908c236bd1996d"",""postmeta_fields"":""c17523706e562d94af1164e723f6342c""}",,,,,,,,,,,,,,,,,,,,,أسود,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
